date,DV_pressure,cumulative_mean,cumulative_std_dev,ucl_1,lcl_1,ucl_2,lcl_2,ucl_3,lcl_3
2020-03-20,-0.018381506526183793,-0.005391799219143273,0.05537830323709728,0.04998650401795401,-0.06077010245624056,0.10536480725505129,-0.11614840569333784,0.1607431104921486,-0.17152670893043512
2020-03-21,-0.01901199273167803,-0.005669762352052146,0.05483294284734212,0.049163180495289976,-0.06050270519939427,0.1039961233426321,-0.11533564804673639,0.15882906618997422,-0.1701685908940785
2020-03-22,-0.014575197889181869,-0.005847871062794739,0.05428515008519937,0.04843727902240463,-0.06013302114799411,0.10272242910760401,-0.11441817123319348,0.15700757919280336,-0.16870332131839286
2020-03-23,-0.016953648462597344,-0.00606563140396734,0.05376205322765061,0.04769642182368327,-0.05982768463161795,0.10145847505133389,-0.11358973785926856,0.1552205282789845,-0.1673517910869192
2020-03-24,-0.018677771993752867,-0.006308172569155523,0.05326108933406598,0.04695291676491046,-0.0595692619032215,0.10021400609897643,-0.11283035123728749,0.1534750954330424,-0.16609144057135347
2020-03-25,-0.012697797154658038,-0.006428731523598967,0.05275377902349446,0.04632504749989549,-0.05918251054709343,0.09907882652338995,-0.11193628957058788,0.1518326055468844,-0.16469006859408233
2020-03-26,0.01635474988526856,-0.0060068152012125306,0.052345632310979995,0.04633881710976746,-0.058352447512192526,0.09868444942074746,-0.11069807982317252,0.15103008173172747,-0.1630437121341525
2020-03-27,0.10687907296925224,-0.003954344507204081,0.05404644531064998,0.0500921008034459,-0.058000789817854066,0.10413854611409588,-0.11204723512850405,0.15818499142474587,-0.16609368043915404
2020-03-28,0.17192929864253376,-0.0008135651652444766,0.058483506572110225,0.05766994140686575,-0.0592970717373547,0.11615344797897598,-0.11778057830946492,0.17463695455108622,-0.17626408488157516
2020-03-29,0.6663236560633422,0.01089059661069564,0.1056765127758447,0.11656710938654033,-0.09478591616514906,0.22224362216238502,-0.20046242894099375,0.32792013493822975,-0.3061389417168385
2020-03-30,-0.018996783477230897,0.010375296954007253,0.10481891437975425,0.11519421133376151,-0.094443617425747,0.22001312571351575,-0.19926253180550127,0.32483204009327,-0.3040814461852555
2020-03-31,-0.014041757485373504,0.009961448573678764,0.10395998582502027,0.11392143439869903,-0.0939985372513415,0.21788142022371929,-0.19795852307636178,0.32184140604873956,-0.30191850890138205
2020-04-01,-0.017384551495016966,0.00950568190586717,0.10313564395471378,0.11264132586058095,-0.0936299620488466,0.21577696981529473,-0.19676560600356038,0.3189126137700085,-0.2999012499582742
2020-04-02,-0.015105631975083836,0.009102217743884365,0.10232110316474897,0.11142332090863334,-0.09321888542086461,0.21374442407338232,-0.19553998858561358,0.3160655272381313,-0.29786109175036257
2020-04-03,-0.01748701030927792,0.008673359226897877,0.10153510845625445,0.11020846768315233,-0.09286174922935657,0.21174357613940678,-0.19439685768561102,0.3132786845956612,-0.29593196614186545
2020-04-04,-0.016524762637926103,0.008273389038567338,0.10076297163357624,0.10903636067214358,-0.0924895825950089,0.20979933230571982,-0.19325255422858514,0.31056230393929607,-0.2940155258621614
2020-04-05,-0.0182425424506658,0.00785907760904807,0.10001500274917907,0.10787408035822714,-0.092155925140131,0.20788908310740623,-0.19217092788931006,0.3079040858565853,-0.29218593063848913
2020-04-06,-0.007056068133427693,0.007629613828394596,0.09924780286505723,0.10687741669345183,-0.09161818903666263,0.20612521955850904,-0.19086599190171988,0.3053730224235663,-0.29011379476677707
2020-04-07,-0.00962398297659214,0.007368195694985707,0.098504296205119,0.1058724919001047,-0.0911361005101333,0.2043767881052237,-0.1896403967152523,0.30288108431034266,-0.28814469292037126
2020-04-08,-0.003448218029349472,0.007206756684174734,0.09776413427386454,0.10497089095803928,-0.0905573775896898,0.20273502523190381,-0.18832151186355436,0.3004991595057684,-0.2860856461374189
2020-04-09,-0.01807756391841469,0.006834928440019007,0.09708024132742502,0.10391516976744403,-0.090245312887406,0.20099541109486904,-0.18732555421483102,0.29807565242229406,-0.2844057955422561
2020-04-10,-0.0016395135383200623,0.006712110440332934,0.09636917248099153,0.10308128292132446,-0.0896570620406586,0.19945045540231598,-0.18602623452165012,0.2958196278833075,-0.28239540700264165
2020-04-11,-0.0029785585834826724,0.006573672311421282,0.09567530772157722,0.1022489800329985,-0.08910163541015594,0.1979242877545757,-0.18477694313173315,0.29359959547615294,-0.2804522508533103
2020-04-12,1.0174150175438597,0.020810874356948582,0.15301813262247968,0.17382900697942827,-0.1322072582655311,0.3268471396019079,-0.2852253908880108,0.47986527222438763,-0.4382435235104905
2020-04-13,-0.00635304198800353,0.02043359774104647,0.1519704406872339,0.17240403842828037,-0.13153684294618742,0.32437447911551426,-0.2835072836334213,0.4763449198027482,-0.43547772432065524
2020-04-14,-0.017836625059250443,0.019909348113645142,0.15097785896507668,0.17088720707872182,-0.13106851085143154,0.3218650660437985,-0.2820463698165082,0.4728429250088752,-0.4330242287815849
2020-04-15,-0.008766275346851603,0.019521839688503295,0.14997724850141456,0.16949908818991785,-0.13045540881291126,0.3194763366913324,-0.2804326573143258,0.46945358519274694,-0.43040990581574035
2020-04-16,0.011699514139778454,0.019417542014520298,0.1489631803271229,0.1683807223416432,-0.12954563831260263,0.3173439026687661,-0.27850881863972554,0.466307082995889,-0.42747199896684845
2020-04-17,-0.022322488493890565,0.01886833108677805,0.1480442032619813,0.16691253434875936,-0.12917587217520327,0.31495673761074067,-0.2772200754371846,0.463000940872722,-0.4252642786991659
2020-04-18,1.8793637308091884,0.04303060900525091,0.25803587022255187,0.3010664792278028,-0.21500526121730096,0.5591023494503546,-0.4730411314398528,0.8171382196729066,-0.7310770016624047
2020-04-19,0.1427184102863826,0.04430865773962439,0.25660321171707123,0.3009118694566956,-0.21229455397744684,0.5575150811737668,-0.4688977656945181,0.8141182928908381,-0.7255009774115893
2020-04-20,-0.01939146716597647,0.04350232704461679,0.25505372432644763,0.29855605137106445,-0.21155139728183084,0.553609775697512,-0.4666051216082785,0.8086635000239596,-0.7216588459347261
2020-04-21,-0.021559835342546328,0.04268905001477725,0.25353869078443275,0.29622774079921,-0.2108496407696555,0.5497664315836428,-0.46438833155408826,0.8033051223680755,-0.7179270223385209
2020-04-22,-0.02126259689922458,0.041899523509666116,0.25204927275913686,0.293948796268803,-0.21014974924947075,0.5459980690279398,-0.4621990220086076,0.7980473417870767,-0.7142482947677445
2020-04-23,-0.01487555977744569,0.041207144445189144,0.25056703526488067,0.2917741797100698,-0.20935989081969153,0.5423412149749505,-0.4599269260845722,0.7929082502398311,-0.7104939613494529
2020-04-24,-0.013123352724682145,0.04055256014193768,0.24910589410314596,0.28965845424508363,-0.2085533339612083,0.5387643483482296,-0.4576592280643542,0.7878702424513755,-0.7067651221675002
2020-04-25,-0.02048018648018558,0.03982597982500764,0.2476902423786403,0.2875162222036479,-0.20786426255363266,0.5352064645822883,-0.45555450493227295,0.7828967069609286,-0.7032447473109132
2020-04-27,0.0036444378872826214,0.039400314625740285,0.2462427558719257,0.285643070497666,-0.20684244124618542,0.5318858263695917,-0.4530851971181111,0.7781285822415174,-0.6993279529900369
2020-04-28,-0.009972976942282037,0.038826206584251656,0.24484787452731457,0.2836740811115662,-0.20602166794306292,0.5285219556388808,-0.45086954247037747,0.7733698301661953,-0.6957174169976921
2020-04-29,0.0460985406012225,0.03890979663042374,0.24342142660686225,0.282331223237286,-0.2045116299764385,0.5257526498441483,-0.44793305658330074,0.7691740764510104,-0.691354483190163
2020-04-30,-0.014976349614395632,0.03829745405945988,0.2420865699643797,0.28038402402383955,-0.2037891159049198,0.5224705939882193,-0.4458756858692995,0.7645571639525989,-0.6879622558336792
2020-05-01,-0.02156133056133011,0.03762488344574314,0.2407907606131514,0.2784156440588946,-0.20316587716740828,0.5192064046720459,-0.44395663778055966,0.7599971652851973,-0.6847473983937111
2020-05-02,-0.013028788058285907,0.03706206487347615,0.2394937084983452,0.27655577337182136,-0.20243164362486904,0.5160494818701665,-0.44192535212321427,0.7555431903685118,-0.6814190606215594
2020-05-03,-0.0133196420376313,0.036508419742584855,0.2382180248642547,0.27472644460683954,-0.20170960512166985,0.5129444694710943,-0.43992762998592455,0.751162494335349,-0.6781456548501792
2020-05-04,-0.011390063282616478,0.03598778405752832,0.23695814510410007,0.2729459291616284,-0.20097036104657176,0.5099040742657285,-0.4379285061506718,0.7468622193698286,-0.6748866512547719
2020-05-05,-0.01527472229747976,0.03543657431177555,0.23572675270370952,0.27116332701548507,-0.20029017839193397,0.5068900797191946,-0.4360169310956435,0.7426168324229041,-0.6717436837993531
2020-05-06,-0.007420548980105131,0.034980647468244905,0.23449764590160305,0.26947829336984797,-0.19951699843335813,0.503975939271451,-0.4340146443349612,0.7384735851730541,-0.6685122902365642
2020-05-07,-0.007962861415752202,0.03452861053262388,0.23328859181573647,0.2678172023483604,-0.1987599812831126,0.5011057941640968,-0.43204857309884903,0.7343943859798333,-0.6653371649145855
2020-05-08,0.0029396403054949083,0.03419955875942462,0.2320799039655378,0.2662794627249624,-0.19788034520611317,0.4983593666905002,-0.429960249171651,0.730439270656038,-0.6620401531371888
2020-05-09,-0.014920203735143875,0.03369316945535691,0.23092185390587305,0.26461502336122994,-0.19722868445051614,0.495536877267103,-0.4281505383563892,0.7264587311729761,-0.6590723922622622
2020-05-10,0.4511124620060787,0.03795254999158876,0.23356606979060401,0.27151861978219277,-0.19561351979901526,0.5050846895727967,-0.42917958958961927,0.7386507593634009,-0.6627456593802232
2020-05-11,-0.018587327823691137,0.037381440114666736,0.2324408205607891,0.26982226067545584,-0.19505938044612237,0.502263081236245,-0.42750020100691144,0.734703901797034,-0.6599410215677006
2020-05-12,-0.008932143695702815,0.03691830427656304,0.23131026727063084,0.2682285715471939,-0.1943919629940678,0.49953883881782474,-0.4257022302646986,0.7308491060884555,-0.6570124975353294
2020-05-13,0.9865995869664987,0.04632108925369112,0.24879518533383882,0.2951162745875299,-0.20247409608014771,0.5439114599213688,-0.45126928141398653,0.7927066452552076,-0.7000644667478253
2020-05-14,0.12549668874172226,0.04709732062122084,0.24768455948030732,0.29478188010152817,-0.20058723885908647,0.5424664395818355,-0.4482717983393938,0.7901509990621428,-0.6959563578197011
2020-05-15,-0.015783570489058686,0.04648682653277152,0.2465452939247072,0.29303212045747873,-0.20005846739193567,0.5395774143821859,-0.44660376131664287,0.786122708306893,-0.6931490552413501
2020-05-16,-0.00918351712129935,0.04595153476686699,0.24540627591932307,0.29135781068619004,-0.1994547411524561,0.5367640866055131,-0.44486101707177916,0.7821703625248362,-0.6902672929911022
2020-05-17,0.03283034773445827,0.04582657108084406,0.24422694507202228,0.29005351615286634,-0.1984003739911782,0.5342804612248886,-0.4426273190632005,0.778507406296911,-0.6868542641352228
2020-05-18,0.02531973918198047,0.045633110402552884,0.24306933824786994,0.2887024486504228,-0.19743622784531706,0.5317717868982927,-0.44050556609318703,0.7748411251461628,-0.6835749043410569
2020-05-19,0.20681241565452144,0.047139459049767546,0.24242135102392526,0.28956081007369283,-0.1952818919741577,0.5319821610976181,-0.43770324299808294,0.7744035121215433,-0.6801245940220082
2020-05-20,1.9116633610292146,0.06440356925328095,0.30067960168066,0.36508317093394094,-0.23627603242737905,0.6657627726146009,-0.536955634108039,0.9664423742952609,-0.837635235788699
2020-05-21,0.0024923265807246836,0.06383557620123914,0.2993430721560609,0.3631786483573,-0.23550749595482173,0.6625217205133609,-0.5348505681108826,0.9618647926694218,-0.8341936402669435
2020-05-22,-0.010503248997649088,0.06315976869943107,0.2980510655366602,0.3612108342360913,-0.23489129683722915,0.6592618997727515,-0.5329423623738894,0.9573129653094118,-0.8309934279105496
2020-05-23,0.018732324426579027,0.06275952145372969,0.29672316025676976,0.35948268171049946,-0.23396363880304005,0.6562058419672692,-0.5306867990598099,0.952929002224039,-0.8274099593165797
2020-05-24,-0.019561904761904468,0.06202450871966154,0.29548594929357563,0.35751045801323716,-0.2334614405739141,0.6529964073068129,-0.5289473898674897,0.9484823566003885,-0.8244333391610653
2020-05-25,0.005778035352072463,0.061526752318178446,0.2942114415239891,0.35573819384216754,-0.23268468920581065,0.6499496353661567,-0.5268961307297997,0.9441610768901456,-0.8211075722537888
2020-05-26,-0.015568319657510139,0.0608504797569882,0.29299571432256377,0.353846194079552,-0.23214523456557556,0.6468419084021158,-0.5251409488881393,0.9398376227246795,-0.8181366632107031
2020-05-27,-0.0180000000000006,0.06016482341127525,0.29180046876146926,0.3519652921727445,-0.231635645350194,0.6437657609342138,-0.5234361141116632,0.935566229695683,-0.8152365828731325
2020-05-28,-0.011278330962541053,0.059548934149432006,0.29060471689143497,0.350153651040867,-0.23105578274200295,0.6407583679323019,-0.521660499633438,0.9313630848237369,-0.8122652165248729
2020-05-29,0.06137315831770744,0.05956452580898992,0.289349448220211,0.34891397402920094,-0.22978492241122112,0.638263422249412,-0.5191343706314321,0.927612870469623,-0.8084838188516431
2020-05-30,0.47437391203435103,0.06307985959056077,0.29062985833383337,0.35370971792439415,-0.22754999874327259,0.6443395762582275,-0.518179857077106,0.9349694345920608,-0.8088097154109394
2020-05-31,-0.011938305456538966,0.06244945484226582,0.28947745201017006,0.3519269068524359,-0.22702799716790423,0.6414043588626059,-0.5165054491780743,0.930881810872776,-0.8059829011882443
2020-06-01,0.036594626305292303,0.06223399793779104,0.2882682565120739,0.35050225444986494,-0.22603425857428283,0.6387705109619388,-0.5143025150863567,0.9270387674740127,-0.8025707715984306
2020-06-02,-0.016086922627167682,0.061586717602543445,0.28715291235384227,0.34873962995638574,-0.22556619475129883,0.635892542310228,-0.5127191071051411,0.9230454546640702,-0.7998720194589833
2020-06-03,0.07064317953861655,0.06166095089710143,0.28596504375184,0.34762599464894145,-0.22430409285473857,0.6335910384007815,-0.5102691366065786,0.9195560821526215,-0.7962341803584186
2020-06-04,-0.013175080312069098,0.061052527879140686,0.2848705725040268,0.3459231003831675,-0.22381804462488614,0.6307936728871943,-0.5086886171289129,0.9156642453912212,-0.7935591896329397
2020-06-05,1.2305275355667742,0.07048377794113772,0.30252452481350584,0.3730083027546436,-0.23204074687236811,0.6755328275681494,-0.534565271685874,0.9780573523816553,-0.8370897964993799
2020-06-06,2.067423668800218,0.08645929706801037,0.35026442332048613,0.4367237203884965,-0.26380512625247576,0.7869881437089826,-0.6140695495729619,1.1372525670294689,-0.964333972893448
2020-06-07,1.8597000818330605,0.10053263662963775,0.38296097007737695,0.4834936067070147,-0.2824283334477392,0.8664545767843916,-0.6653893035251162,1.2494155468617687,-1.0483502736024932
2020-06-08,0.2292287334593578,0.10154599172278515,0.3816091695703295,0.48315516129311464,-0.2800631778475443,0.8647643308634441,-0.6616723474178738,1.2463735004337737,-1.0432815169882033
2020-06-09,-0.01635931924238226,0.10062485648086979,0.38024663982463297,0.48087149630550274,-0.2796217833437632,0.8611181361301358,-0.6598684231683961,1.2413647759547688,-1.0401150629930291
2020-06-10,-0.013519131203434223,0.09974001936703797,0.3788916943340741,0.47863171370111207,-0.27915167496703613,0.8575234080351861,-0.6580433693011103,1.2364151023692602,-1.0369350636351844
2020-06-11,-0.012971421767086603,0.09887300828139085,0.3775497030724041,0.47642271135379494,-0.27867669479101326,0.8539724144261991,-0.6562263978634173,1.2315221174986033,-1.0337761009358215
2020-06-12,-0.02035362318840595,0.09796288132360614,0.376239018523087,0.47420189984669314,-0.27827613719948086,0.8504409183697801,-0.6545151557225679,1.2266799368928671,-1.0307541742456547
2020-06-13,-0.015543650338418447,0.0971029833564696,0.374930426181013,0.47203340953748263,-0.2778274428245434,0.8469638357184957,-0.6527578690055564,1.2218942618995086,-1.0276882951865693
2020-06-14,-0.017244127130354135,0.09624323064604234,0.3736391160926206,0.46988234673866297,-0.2773958854465783,0.8435214628312836,-0.6510350015391989,1.2171605789239042,-1.0246741176318195
2020-06-15,-0.012606531881803199,0.09543091898538679,0.3723505584946676,0.4677814774800544,-0.2769196395092808,0.840132035974722,-0.6492701980039484,1.2124825944693896,-1.021620756498616
2020-06-16,-0.014208621736489678,0.09461877423929882,0.37107858718708686,0.4656973614263857,-0.27645981294778804,0.8367759486134725,-0.647538400134875,1.2078545358005595,-1.018616987321962
2020-06-17,-0.014764503816792958,0.09381448543006285,0.36982063039809776,0.46363511582816064,-0.2760061449680349,0.8334557462262584,-0.6458267753661326,1.2032763766243562,-1.0156474057642304
2020-06-18,-0.012515335648147234,0.09303835534919999,0.3685704580384965,0.46160881338769644,-0.2755321026892965,0.830179271426193,-0.6441025607277929,1.1987497294646894,-1.0126730187662893
2020-06-19,-0.012829020332716493,0.09227120045295423,0.3673334123628277,0.4596046128157819,-0.27506221190987346,0.8269380251786096,-0.6423956242727011,1.1942714375414372,-1.0097290366355287
2020-06-20,-0.014587820362096682,0.091502430519033,0.3661122838984964,0.45761471441752943,-0.2746098533794634,0.8237269983160258,-0.6407221372779599,1.1898392822145223,-1.0068344211764562
2020-06-21,-0.015689302074911732,0.09073677528621911,0.3649054298080771,0.4556422050942962,-0.274168654521858,0.8205476349023734,-0.6390740843299351,1.1854530647104504,-1.0039795141380121
2020-06-22,-0.015506461369259513,0.08998327715391075,0.36370992932977386,0.4536932064836846,-0.2737266521758631,0.8174031358134585,-0.637436581505637,1.1811130651432324,-1.0011465108354107
2020-06-23,-0.0139999999999993,0.08925100055423532,0.36252291837002915,0.45177391892426444,-0.27327191781579385,0.8142968372942936,-0.635794836185823,1.1768197556643227,-0.9983177545558521
2020-06-24,-0.0139999999999993,0.0885289655853246,0.36134734540775826,0.44987631099308284,-0.2728183798224337,0.8112236564008412,-0.6341657252301919,1.1725710018085993,-0.9955130706379501
2020-06-25,-0.013384187620889028,0.0878212353547259,0.36018181632983476,0.44800305168456067,-0.27236058097510885,0.8081848680143954,-0.6325423973049437,1.1683666843442302,-0.9927242136347785
2020-06-26,-0.014346854113850333,0.0871166278411495,0.35902927444281363,0.4461459022839631,-0.27191264660166414,0.8051751767267767,-0.6309419210444778,1.1642044511695904,-0.9899711954872914
2020-06-27,-0.014004398366320035,0.08642401807260519,0.35788696241949874,0.44431098049210394,-0.27146294434689355,0.8021979429116026,-0.6293499067663924,1.1600849053311015,-0.987236869185891
2020-06-28,0.005533123028392494,0.08587373987502551,0.3567216127605787,0.4425953526356042,-0.2708478728855532,0.7993169653961829,-0.6275694856461318,1.1560385781567617,-0.9842910984067106
2020-06-29,-0.014477584418577077,0.08519569038655522,0.35560188949722576,0.440797579883781,-0.27040619911067054,0.7963994693810068,-0.6260080886078963,1.1520013588782325,-0.9816099781051222
2020-06-30,-0.014499539594842693,0.08452659488332435,0.35449259411610545,0.4390191889994298,-0.2699659992327811,0.7935117831155353,-0.6244585933488865,1.1480043772316406,-0.978951187464992
2020-07-01,-0.012248995983935154,0.08388142427754262,0.35338936994880954,0.4372707942263522,-0.2695079456712669,0.7906601641751617,-0.6228973156200764,1.1440495341239711,-0.976286685568886
